DateTime,Value
2020-02-01 02:23,254
2020-02-01 02:24,255
2020-02-01 02:25,260
2020-02-01 02:26,259
2020-02-01 02:27,254
2020-02-01 02:28,258
2020-02-01 02:29,250
2020-02-01 02:30,254
2020-02-01 02:31,251
2020-02-01 02:32,256
2020-02-01 02:33,259
2020-02-01 02:34,258
2020-02-01 02:35,265
2020-02-01 02:36,265
2020-02-01 02:37,267
2020-02-01 02:38,264
2020-02-01 02:39,258
2020-02-01 02:40,258
2020-02-01 02:41,258
2020-02-01 02:42,258
2020-02-01 02:43,254
2020-02-01 02:44,256
2020-02-01 02:45,253
2020-02-01 02:46,262
2020-02-01 02:47,259
2020-02-01 02:48,267
2020-02-01 02:49,264
2020-02-01 02:50,261
2020-02-01 02:51,255
2020-02-01 02:52,258
2020-02-01 02:53,257
2020-02-01 02:54,259
2020-02-01 02:55,252
2020-02-01 02:56,252
2020-02-01 02:57,253
2020-02-01 02:58,259
2020-02-01 02:59,260
2020-02-01 03:00,269
2020-02-01 03:01,259
2020-02-01 03:02,257
2020-02-01 03:03,254
2020-02-01 03:04,257
2020-02-01 03:05,256
2020-02-01 03:06,253
2020-02-01 03:07,255
2020-02-01 03:08,250
2020-02-01 03:09,255
2020-02-01 03:10,255
2020-02-01 03:11,256
2020-02-01 03:12,256
2020-02-01 03:13,259
2020-02-01 03:14,249
2020-02-01 03:15,255
2020-02-01 03:16,251
2020-02-01 03:17,249
2020-02-01 03:18,242
2020-02-01 03:19,241
2020-02-01 03:20,241
2020-02-01 03:21,247
2020-02-01 03:22,247
2020-02-01 03:23,252
2020-02-01 03:24,251
2020-02-01 03:25,251
2020-02-01 03:26,250
2020-02-01 03:27,244
2020-02-01 03:28,240
2020-02-01 03:29,249
2020-02-01 03:30,246
2020-02-01 03:31,245
2020-02-01 03:32,244
2020-02-01 03:33,241
2020-02-01 03:34,245
2020-02-01 03:35,253
2020-02-01 03:36,253
2020-02-01 03:37,252
2020-02-01 03:38,249
2020-02-01 03:39,245
2020-02-01 03:40,244
2020-02-01 03:41,239
2020-02-01 03:42,242
2020-02-01 03:43,239
2020-02-01 03:44,246
2020-02-01 03:45,242
2020-02-01 03:46,251
2020-02-01 03:47,252
2020-02-01 03:48,252
2020-02-01 03:49,256
2020-02-01 03:50,251
2020-02-01 03:51,247
2020-02-01 03:52,243
2020-02-01 03:53,241
2020-02-01 03:54,249
2020-02-01 03:55,246
2020-02-01 03:56,248
2020-02-01 03:57,252
2020-02-01 03:58,259
2020-02-01 03:59,255
2020-02-01 04:00,255
2020-02-01 04:01,250
2020-02-01 04:02,252
2020-02-01 04:03,247
2020-02-01 04:04,250
2020-02-01 04:05,246
2020-02-01 04:06,248
2020-02-01 04:07,246
2020-02-01 04:08,245
2020-02-01 04:09,251
2020-02-01 04:10,254
2020-02-01 04:11,248
2020-02-01 04:12,254
2020-02-01 04:13,254
2020-02-01 04:14,251
2020-02-01 04:15,250
2020-02-01 04:16,243
2020-02-01 04:17,244
2020-02-01 04:18,247
2020-02-01 04:19,244
2020-02-01 04:20,255
2020-02-01 04:21,250
2020-02-01 04:22,249
2020-02-01 04:23,255
2020-02-01 04:24,258
2020-02-01 04:25,247
2020-02-01 04:26,255
2020-02-01 04:27,247
2020-02-01 04:28,250
2020-02-01 04:29,249
2020-02-01 04:30,247
2020-02-01 04:31,247
2020-02-01 04:32,246
2020-02-01 04:33,250
2020-02-01 04:34,254
2020-02-01 04:35,252
2020-02-01 04:36,258
2020-02-01 04:37,254
2020-02-01 04:38,249
2020-02-01 04:39,245
2020-02-01 04:40,244
2020-02-01 04:41,246
2020-02-01 04:42,247
2020-02-01 04:43,246
2020-02-01 04:44,248
2020-02-01 04:45,234
2020-02-01 04:46,243
2020-02-01 04:47,247
2020-02-01 04:48,250
2020-02-01 04:49,247
2020-02-01 04:50,249
2020-02-01 04:51,237
2020-02-01 04:52,230
2020-02-01 04:53,234
2020-02-01 04:54,231
2020-02-01 04:55,231
2020-02-01 04:56,235
2020-02-01 04:57,234
2020-02-01 04:58,241
2020-02-01 04:59,240
2020-02-01 05:00,234
2020-02-01 05:01,233
2020-02-01 05:02,237
2020-02-01 05:03,242
2020-02-01 05:04,261
2020-02-01 05:05,255
2020-02-01 05:06,250
2020-02-01 05:07,249
2020-02-01 05:08,258
2020-02-01 05:09,260
2020-02-01 05:10,256
2020-02-01 05:11,260
2020-02-01 05:12,262
2020-02-01 05:13,263
2020-02-01 05:14,254
2020-02-01 05:15,255
2020-02-01 05:16,252
2020-02-01 05:17,255
2020-02-01 05:18,252
2020-02-01 05:19,249
2020-02-01 05:20,252
2020-02-01 05:21,255
2020-02-01 05:22,262
2020-02-01 05:23,257
2020-02-01 05:24,258
2020-02-01 05:25,258
2020-02-01 05:26,257
2020-02-01 05:27,246
2020-02-01 05:28,250
2020-02-01 05:29,248
2020-02-01 05:30,251
2020-02-01 05:31,252
2020-02-01 05:32,247
2020-02-01 05:33,249
2020-02-01 05:34,254
2020-02-01 05:35,254
2020-02-01 05:36,253
2020-02-01 05:37,252
2020-02-01 05:38,249
2020-02-01 05:39,246
2020-02-01 05:40,244
2020-02-01 05:41,247
2020-02-01 05:42,246
2020-02-01 05:43,246
2020-02-01 05:44,244
2020-02-01 05:45,251
2020-02-01 05:46,254
2020-02-01 05:47,250
2020-02-01 05:48,255
2020-02-01 05:49,250
2020-02-01 05:50,253
2020-02-01 05:51,244
2020-02-01 05:52,246
2020-02-01 05:53,246
2020-02-01 05:54,246
2020-02-01 05:55,245
2020-02-01 05:56,242
2020-02-01 05:57,242
2020-02-01 05:58,246
2020-02-01 05:59,252
2020-02-01 06:00,248
2020-02-01 06:01,251
2020-02-01 06:02,256
2020-02-01 06:03,245
2020-02-01 06:04,250
2020-02-01 06:05,241
2020-02-01 06:06,241
2020-02-01 06:07,256
2020-02-01 06:08,240
2020-02-01 06:09,257
2020-02-01 06:10,259
2020-02-01 06:11,255
2020-02-01 06:12,248
2020-02-01 06:13,254
2020-02-01 06:14,250
2020-02-01 06:15,243
2020-02-01 06:16,244
2020-02-01 06:17,248
2020-02-01 06:18,244
2020-02-01 06:19,245
2020-02-01 06:20,249
2020-02-01 06:21,254
2020-02-01 06:22,249
2020-02-01 06:23,254
2020-02-01 06:24,256
2020-02-01 06:25,258
2020-02-01 06:26,247
2020-02-01 06:27,247
2020-02-01 06:28,247
2020-02-01 06:29,247
2020-02-01 06:30,245
2020-02-01 06:31,244
2020-02-01 06:32,241
2020-02-01 06:33,250
2020-02-01 06:34,246
2020-02-01 06:35,249
2020-02-01 06:36,252
2020-02-01 06:37,250
2020-02-01 06:38,249
2020-02-01 06:39,249
2020-02-01 06:40,247
2020-02-01 06:41,246
2020-02-01 06:42,249
2020-02-01 06:43,243
2020-02-01 06:44,248
2020-02-01 06:45,249
2020-02-01 06:46,252
2020-02-01 06:47,253
2020-02-01 06:48,251
2020-02-01 06:49,251
2020-02-01 06:50,252
2020-02-01 06:51,253
2020-02-01 06:52,252
2020-02-01 06:53,249
2020-02-01 06:54,248
2020-02-01 06:55,249
2020-02-01 06:56,250
2020-02-01 06:57,246
2020-02-01 06:58,249
2020-02-01 06:59,259
2020-02-01 07:00,253
2020-02-01 07:01,253
2020-02-01 07:02,247
2020-02-01 07:03,245
2020-02-01 07:04,248
2020-02-01 07:05,246
2020-02-01 07:06,247
2020-02-01 07:07,239
2020-02-01 07:08,248
2020-02-01 07:09,253
2020-02-01 07:10,249
2020-02-01 07:11,255
2020-02-01 07:12,258
2020-02-01 07:13,254
2020-02-01 07:14,251
2020-02-01 07:15,249
2020-02-01 07:16,253
2020-02-01 07:17,247
2020-02-01 07:18,249
2020-02-01 07:19,248
2020-02-01 07:20,258
2020-02-01 07:21,252
2020-02-01 07:22,258
2020-02-01 07:23,266
2020-02-01 07:24,262
2020-02-01 07:25,258
2020-02-01 07:26,252
2020-02-01 07:27,247
2020-02-01 07:28,255
2020-02-01 07:29,244
2020-02-01 07:30,250
2020-02-01 07:31,248
2020-02-01 07:32,250
2020-02-01 07:33,253
2020-02-01 07:34,253
2020-02-01 07:35,254
2020-02-01 07:36,261
2020-02-01 07:37,253
2020-02-01 07:38,254
2020-02-01 07:39,250
2020-02-01 07:40,250
2020-02-01 07:41,252
2020-02-01 07:42,248
2020-02-01 07:43,247
2020-02-01 07:44,247
2020-02-01 07:45,253
2020-02-01 07:46,251
2020-02-01 07:47,256
2020-02-01 07:48,250
2020-02-01 07:49,238
2020-02-01 07:50,232
2020-02-01 07:51,230
2020-02-01 07:52,224
2020-02-01 07:53,227
2020-02-01 07:54,220
2020-02-01 07:55,219
2020-02-01 07:56,219
2020-02-01 07:57,224
2020-02-01 07:58,225
2020-02-01 07:59,228
2020-02-01 08:00,228
2020-02-01 08:01,225
2020-02-01 08:02,225
2020-02-01 08:03,220
2020-02-01 08:04,218
2020-02-01 08:05,222
2020-02-01 08:06,230
2020-02-01 08:07,229
2020-02-01 08:08,229
2020-02-01 08:09,231
2020-02-01 08:10,236
2020-02-01 08:11,240
2020-02-01 08:12,235
2020-02-01 08:13,239
2020-02-01 08:14,239
2020-02-01 08:15,235
2020-02-01 08:16,237
2020-02-01 08:17,226
2020-02-01 08:18,223
2020-02-01 08:19,213
2020-02-01 08:20,208
2020-02-01 08:21,215
2020-02-01 08:22,211
2020-02-01 08:23,214
2020-02-01 08:24,219
2020-02-01 08:25,215
2020-02-01 08:26,216
2020-02-01 08:27,212
2020-02-01 08:28,212
2020-02-01 08:29,209
2020-02-01 08:30,208
2020-02-01 08:31,208
2020-02-01 08:32,211
2020-02-01 08:33,210
2020-02-01 08:34,219
2020-02-01 08:35,229
2020-02-01 08:36,238
2020-02-01 08:37,238
2020-02-01 08:38,246
2020-02-01 08:39,242
2020-02-01 08:40,245
2020-02-01 08:41,242
2020-02-01 08:42,248
2020-02-01 08:43,250
2020-02-01 08:44,245
2020-02-01 08:45,249
2020-02-01 08:46,250
2020-02-01 08:47,247
2020-02-01 08:48,254
2020-02-01 08:49,251
2020-02-01 08:50,251
2020-02-01 08:51,254
2020-02-01 08:52,248
2020-02-01 08:53,247
2020-02-01 08:54,245
2020-02-01 08:55,245
2020-02-01 08:56,248
2020-02-01 08:57,248
2020-02-01 08:58,248
2020-02-01 08:59,250
2020-02-01 09:00,244
2020-02-01 09:01,248
2020-02-01 09:02,249
2020-02-01 09:03,251
2020-02-01 09:04,251
2020-02-01 09:05,253
2020-02-01 09:06,249
2020-02-01 09:07,251
2020-02-01 09:08,250
2020-02-01 09:09,246
2020-02-01 09:10,245
2020-02-01 09:11,246
2020-02-01 09:12,246
2020-02-01 09:13,253
2020-02-01 09:14,252
2020-02-01 09:15,254
2020-02-01 09:16,253
2020-02-01 09:17,251
2020-02-01 09:18,252
2020-02-01 09:19,248
2020-02-01 09:20,247
2020-02-01 09:21,245
2020-02-01 09:22,242
2020-02-01 09:23,250
2020-02-01 09:24,249
2020-02-01 09:25,250
2020-02-01 09:26,249
2020-02-01 09:27,251
2020-02-01 09:28,250
2020-02-01 09:29,251
2020-02-01 09:30,247
2020-02-01 09:31,248
2020-02-01 09:32,245
2020-02-01 09:33,247
2020-02-01 09:34,248
2020-02-01 09:35,245
2020-02-01 09:36,247
2020-02-01 09:37,250
2020-02-01 09:38,252
2020-02-01 09:39,254
2020-02-01 09:40,252
2020-02-01 09:41,249
2020-02-01 09:42,250
2020-02-01 09:43,253
2020-02-01 09:44,250
2020-02-01 09:45,244
2020-02-01 09:46,250
2020-02-01 09:47,248
2020-02-01 09:48,248
2020-02-01 09:49,251
2020-02-01 09:50,260
2020-02-01 09:51,255
2020-02-01 09:52,254
2020-02-01 09:53,254
2020-02-01 09:54,251
2020-02-01 09:55,252
2020-02-01 09:56,249
2020-02-01 09:57,251
2020-02-01 09:58,247
2020-02-01 09:59,254
2020-02-01 10:00,254
2020-02-01 10:01,253
2020-02-01 10:02,251
2020-02-01 10:03,260
2020-02-01 10:04,256
2020-02-01 10:05,261
2020-02-01 10:06,250
2020-02-01 10:07,252
2020-02-01 10:08,251
2020-02-01 10:09,255
2020-02-01 10:10,248
2020-02-01 10:11,250
2020-02-01 10:12,250
2020-02-01 10:13,244
2020-02-01 10:14,251
2020-02-01 10:15,258
2020-02-01 10:16,252
2020-02-01 10:17,259
2020-02-01 10:18,253
2020-02-01 10:19,256
2020-02-01 10:20,247
2020-02-01 10:21,253
2020-02-01 10:22,249
2020-02-01 10:23,252
2020-02-01 10:24,250
2020-02-01 10:25,247
2020-02-01 10:26,251
2020-02-01 10:27,256
2020-02-01 10:28,254
2020-02-01 10:29,255
2020-02-01 10:30,250
2020-02-01 10:31,250
2020-02-01 10:32,247
2020-02-01 10:33,251
2020-02-01 10:34,244
2020-02-01 10:35,242
2020-02-01 10:36,243
2020-02-01 10:37,241
2020-02-01 10:38,245
2020-02-01 10:39,247
2020-02-01 10:40,248
2020-02-01 10:41,242
2020-02-01 10:42,245
2020-02-01 10:43,251
2020-02-01 10:44,249
2020-02-01 10:45,244
2020-02-01 10:46,244
2020-02-01 10:47,240
2020-02-01 10:48,240
2020-02-01 10:49,243
2020-02-01 10:50,246
2020-02-01 10:51,243
2020-02-01 10:52,246
2020-02-01 10:53,243
2020-02-01 10:54,244
2020-02-01 10:55,248
2020-02-01 10:56,240
2020-02-01 10:57,244
2020-02-01 10:58,240
2020-02-01 10:59,241
2020-02-01 11:00,240
2020-02-01 11:01,247
2020-02-01 11:02,252
2020-02-01 11:03,246
2020-02-01 11:04,257
2020-02-01 11:05,249
2020-02-01 11:06,253
2020-02-01 11:07,245
2020-02-01 11:08,248
2020-02-01 11:09,249
2020-02-01 11:10,249
2020-02-01 11:11,247
2020-02-01 11:12,251
2020-02-01 11:13,253
2020-02-01 11:14,250
2020-02-01 11:15,254
2020-02-01 11:16,252
2020-02-01 11:17,253
2020-02-01 11:18,255
2020-02-01 11:19,251
2020-02-01 11:20,251
2020-02-01 11:21,248
2020-02-01 11:22,248
2020-02-01 11:23,248
2020-02-01 11:24,248
2020-02-01 11:25,247
2020-02-01 11:26,247
2020-02-01 11:27,249
2020-02-01 11:28,253
2020-02-01 11:29,255
2020-02-01 11:30,247
2020-02-01 11:31,246
2020-02-01 11:32,249
2020-02-01 11:33,243
2020-02-01 11:34,246
2020-02-01 11:35,246
2020-02-01 11:36,244
2020-02-01 11:37,242
2020-02-01 11:38,248
2020-02-01 11:39,249
2020-02-01 11:40,247
2020-02-01 11:41,251
2020-02-01 11:42,249
2020-02-01 11:43,250
2020-02-01 11:44,244
2020-02-01 11:45,244
2020-02-01 11:46,248
2020-02-01 11:47,239
2020-02-01 11:48,240
2020-02-01 11:49,237
2020-02-01 11:50,242
2020-02-01 11:51,244
2020-02-01 11:52,258
2020-02-01 11:53,260
2020-02-01 11:54,258
2020-02-01 11:55,259
2020-02-01 11:56,258
2020-02-01 11:57,257
2020-02-01 11:58,258
2020-02-01 11:59,255
2020-02-01 12:00,258
2020-02-01 12:01,256
2020-02-01 12:02,262
2020-02-01 12:03,265
2020-02-01 12:04,264
2020-02-01 12:05,264
2020-02-01 12:06,271
2020-02-01 12:07,264
2020-02-01 12:08,265
2020-02-01 12:09,263
2020-02-01 12:10,272
2020-02-01 12:11,266
2020-02-01 12:12,272
2020-02-01 12:13,269
2020-02-01 12:14,263
2020-02-01 12:15,271
2020-02-01 12:16,273
2020-02-01 12:17,273
2020-02-01 12:18,269
2020-02-01 12:19,274
2020-02-01 12:20,265
2020-02-01 12:21,269
2020-02-01 12:22,270
2020-02-01 12:23,265
2020-02-01 12:24,269
2020-02-01 12:25,263
2020-02-01 12:26,267
2020-02-01 12:27,269
2020-02-01 12:28,267
2020-02-01 12:29,271
2020-02-01 12:30,272
2020-02-01 12:31,271
2020-02-01 12:32,269
2020-02-01 12:33,265
2020-02-01 12:34,267
2020-02-01 12:35,262
2020-02-01 12:36,263
2020-02-01 12:37,262
2020-02-01 12:38,264
2020-02-01 12:39,264
2020-02-01 12:40,265
2020-02-01 12:41,261
2020-02-01 12:42,266
2020-02-01 12:43,267
2020-02-01 12:44,261
2020-02-01 12:45,264
2020-02-01 12:46,261
2020-02-01 12:47,261
2020-02-01 12:48,257
2020-02-01 12:49,260
2020-02-01 12:50,257
2020-02-01 12:51,261
2020-02-01 12:52,258
2020-02-01 12:53,252
2020-02-01 12:54,261
2020-02-01 12:55,260
2020-02-01 12:56,263
2020-02-01 12:57,260
2020-02-01 12:58,257
2020-02-01 12:59,253
2020-02-01 13:00,256
2020-02-01 13:01,252
2020-02-01 13:02,253
2020-02-01 13:03,255
2020-02-01 13:04,253
2020-02-01 13:05,261
2020-02-01 13:06,263
2020-02-01 13:07,259
2020-02-01 13:08,254
2020-02-01 13:09,258
2020-02-01 13:10,260
2020-02-01 13:11,254
2020-02-01 13:12,253
2020-02-01 13:13,254
2020-02-01 13:14,255
2020-02-01 13:15,251
2020-02-01 13:16,258
2020-02-01 13:17,261
2020-02-01 13:18,261
2020-02-01 13:19,259
2020-02-01 13:20,256
2020-02-01 13:21,258
2020-02-01 13:22,258
2020-02-01 13:23,249
2020-02-01 13:24,249
2020-02-01 13:25,255
2020-02-01 13:26,255
2020-02-01 13:27,255
2020-02-01 13:28,263
2020-02-01 13:29,262
2020-02-01 13:30,262
2020-02-01 13:31,259
2020-02-01 13:32,264
2020-02-01 13:33,260
2020-02-01 13:34,258
2020-02-01 13:35,264
2020-02-01 13:36,258
2020-02-01 13:37,258
2020-02-01 13:38,263
2020-02-01 13:39,260
2020-02-01 13:40,258
2020-02-01 13:41,262
2020-02-01 13:42,263
2020-02-01 13:43,263
2020-02-01 13:44,256
2020-02-01 13:45,257
2020-02-01 13:46,259
2020-02-01 13:47,253
2020-02-01 13:48,254
2020-02-01 13:49,259
2020-02-01 13:50,253
2020-02-01 13:51,258
2020-02-01 13:52,257
2020-02-01 13:53,260
2020-02-01 13:54,258
2020-02-01 13:55,261
2020-02-01 13:56,258
2020-02-01 13:57,258
2020-02-01 13:58,260
2020-02-01 13:59,255
2020-02-01 14:00,255
2020-02-01 14:01,253
2020-02-01 14:02,256
2020-02-01 14:03,258
2020-02-01 14:04,260
2020-02-01 14:05,263
2020-02-01 14:06,262
2020-02-01 14:07,262
2020-02-01 14:08,262
2020-02-01 14:09,259
2020-02-01 14:10,255
2020-02-01 14:11,251
2020-02-01 14:12,255
2020-02-01 14:13,253
2020-02-01 14:14,259
2020-02-01 14:15,263
2020-02-01 14:16,263
2020-02-01 14:17,268
2020-02-01 14:18,271
2020-02-01 14:19,267
2020-02-01 14:20,275
2020-02-01 14:21,270
2020-02-01 14:22,267
2020-02-01 14:23,268
2020-02-01 14:24,265
2020-02-01 14:25,268
2020-02-01 14:26,269
2020-02-01 14:27,269
2020-02-01 14:28,270
2020-02-01 14:29,270
2020-02-01 14:30,272
2020-02-01 14:31,266
2020-02-01 14:32,273
2020-02-01 14:33,268
2020-02-01 14:34,265
2020-02-01 14:35,268
2020-02-01 14:36,266
2020-02-01 14:37,265
2020-02-01 14:38,273
2020-02-01 14:39,271
2020-02-01 14:40,278
2020-02-01 14:41,278
2020-02-01 14:42,276
2020-02-01 14:43,272
2020-02-01 14:44,271
2020-02-01 14:45,274
2020-02-01 14:46,272
2020-02-01 14:47,275
2020-02-01 14:48,273
2020-02-01 14:49,269
2020-02-01 14:50,273
2020-02-01 14:51,276
2020-02-01 14:52,279
2020-02-01 14:53,274
2020-02-01 14:54,278
2020-02-01 14:55,278
2020-02-01 14:56,269
2020-02-01 14:57,277
2020-02-01 14:58,271
2020-02-01 14:59,267
2020-02-01 15:00,264
2020-02-01 15:01,267
2020-02-01 15:02,270
2020-02-01 15:03,274
2020-02-01 15:04,275
2020-02-01 15:05,275
2020-02-01 15:06,272
2020-02-01 15:07,267
2020-02-01 15:08,268
2020-02-01 15:09,266
2020-02-01 15:10,266
2020-02-01 15:11,270
2020-02-01 15:12,269
2020-02-01 15:13,268
2020-02-01 15:14,265
2020-02-01 15:15,268
2020-02-01 15:16,271
2020-02-01 15:17,273
2020-02-01 15:18,275
2020-02-01 15:19,270
2020-02-01 15:20,267
2020-02-01 15:21,268
2020-02-01 15:22,269
2020-02-01 15:23,268
2020-02-01 15:24,263
2020-02-01 15:25,194
2020-02-01 15:26,194
2020-02-01 15:27,196
2020-02-01 15:28,197
2020-02-01 15:29,197
2020-02-01 15:30,196
2020-02-01 15:31,193
2020-02-01 15:32,202
2020-02-01 15:33,195
2020-02-01 15:34,194
2020-02-01 15:35,196
2020-02-01 15:36,193
2020-02-01 15:37,196
2020-02-01 15:38,197
2020-02-01 15:39,199
2020-02-01 15:40,194
2020-02-01 15:41,198
2020-02-01 15:42,193
2020-02-01 15:43,194
2020-02-01 15:44,193
2020-02-01 15:45,190
2020-02-01 15:46,193
2020-02-01 15:47,189
2020-02-01 15:48,189
2020-02-01 15:49,194
2020-02-01 15:50,195
2020-02-01 15:51,195
2020-02-01 15:52,197
2020-02-01 15:53,200
2020-02-01 15:54,194
2020-02-01 15:55,198
2020-02-01 15:56,198
2020-02-01 15:57,197
2020-02-01 15:58,198
2020-02-01 15:59,193
2020-02-01 16:00,193
2020-02-01 16:01,195
2020-02-01 16:02,195
2020-02-01 16:03,198
2020-02-01 16:04,196
2020-02-01 16:05,195
2020-02-01 16:06,199
2020-02-01 16:07,196
2020-02-01 16:08,195
2020-02-01 16:09,192
2020-02-01 16:10,199
2020-02-01 16:11,196
2020-02-01 16:12,193
2020-02-01 16:13,195
2020-02-01 16:14,197
2020-02-01 16:15,192
2020-02-01 16:16,198
2020-02-01 16:17,199
2020-02-01 16:18,192
2020-02-01 16:19,195
2020-02-01 16:20,205
2020-02-01 16:21,261
2020-02-01 16:22,252
2020-02-01 16:23,262
2020-02-01 16:24,263
2020-02-01 16:25,257
2020-02-01 16:26,258
2020-02-01 16:27,251
2020-02-01 16:28,258
2020-02-01 16:29,262
2020-02-01 16:30,264
2020-02-01 16:31,261
2020-02-01 16:32,260
2020-02-01 16:33,262
2020-02-01 16:34,261
2020-02-01 16:35,260
2020-02-01 16:36,257
2020-02-01 16:37,258
2020-02-01 16:38,254
2020-02-01 16:39,259
2020-02-01 16:40,258
2020-02-01 16:41,261
2020-02-01 16:42,264
2020-02-01 16:43,257
2020-02-01 16:44,261
2020-02-01 16:45,264
2020-02-01 16:46,266
2020-02-01 16:47,261
2020-02-01 16:48,260
2020-02-01 16:49,259
2020-02-01 16:50,261
2020-02-01 16:51,261
2020-02-01 16:52,255
2020-02-01 16:53,266
2020-02-01 16:54,261
2020-02-01 16:55,255
2020-02-01 16:56,258
2020-02-01 16:57,257
2020-02-01 16:58,265
2020-02-01 16:59,267
2020-02-01 17:00,264
2020-02-01 17:01,259
2020-02-01 17:02,266
2020-02-01 17:03,263
2020-02-01 17:04,259
2020-02-01 17:05,263
2020-02-01 17:06,258
2020-02-01 17:07,261
2020-02-01 17:08,264
2020-02-01 17:09,269
2020-02-01 17:10,262
2020-02-01 17:11,271
2020-02-01 17:12,270
2020-02-01 17:13,265
2020-02-01 17:14,266
2020-02-01 17:15,264
2020-02-01 17:16,260
2020-02-01 17:17,264
2020-02-01 17:18,263
2020-02-01 17:19,263
2020-02-01 17:20,263
2020-02-01 17:21,263
2020-02-01 17:22,266
2020-02-01 17:23,274
2020-02-01 17:24,268
2020-02-01 17:25,272
2020-02-01 17:26,266
2020-02-01 17:27,263
2020-02-01 17:28,262
2020-02-01 17:29,262
2020-02-01 17:30,259
2020-02-01 17:31,263
2020-02-01 17:32,261
2020-02-01 17:33,265
2020-02-01 17:34,258
2020-02-01 17:35,263
2020-02-01 17:36,260
2020-02-01 17:37,263
2020-02-01 17:38,264
2020-02-01 17:39,259
2020-02-01 17:40,258
2020-02-01 17:41,258
2020-02-01 17:42,262
2020-02-01 17:43,258
2020-02-01 17:44,259
2020-02-01 17:45,264
2020-02-01 17:46,262
2020-02-01 17:47,263
2020-02-01 17:48,256
2020-02-01 17:49,260
2020-02-01 17:50,258
2020-02-01 17:51,256
2020-02-01 17:52,253
2020-02-01 17:53,258
2020-02-01 17:54,256
